EMIS_ID,Private_Tutoring,Study_Hours,Sleep_Hours,Mobile_Usage_Hours,Motivation_Level,Stress_Level,Study_Environment,Parental_Education,Peer_Influence,Physical_Health_Rating,Attendance_Percentage,Risk_Level,Private_Tutoring_Encoded,Motivation_Level_Encoded,Stress_Level_Encoded,Study_Environment_Encoded,Parental_Education_Encoded,Peer_Influence_Encoded,Physical_Health_Rating_Encoded
2703100947905654,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,66.99,1,0,2,0,0,5,0,1
1705400048000013,yes,0.75,8.0,3.0,somewhat motivated,sometimes,study on bed or floor,no formal education,"no, they distract me a lot",very poor,46.89,0,1,4,5,3,4,4,5
2703100948200294,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,68.42,1,0,2,4,0,4,3,2
2703100948006982,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,61.24,1,0,2,0,0,5,0,1
2703100947906012,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,mostly distract me,fair,28.71,0,0,2,0,0,4,0,1
2703104757200015,no,0.75,8.0,3.0,somewhat motivated,never,with siblings,higher secondary / plus two or above,mostly encourage me,good,78.95,2,0,4,2,4,2,1,2
2703108688000053,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,75.12,2,0,2,4,0,4,3,2
2200400338001052,yes,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,78.47,2,1,2,4,0,4,3,2
7502200168001226,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,74.64,1,0,3,4,4,1,1,2
2703100948200214,no,0.75,8.0,3.0,not motivated at all,almost always,nan,up to class 5,neither encourage nor distract,good,9.57,0,0,2,0,1,5,3,2
2702300197601362,yes,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,54.07,0,1,3,4,4,1,1,2
2703100948006885,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,67.46,1,0,2,4,4,4,3,2
2703100127901247,no,0.75,8.0,3.0,nan,nan,nan,nan,nan,nan,0.0,0,0,1,1,1,3,2,3
2703100948200172,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,71.29,1,0,2,4,4,4,3,2
2703100947905764,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,73.68,1,0,2,4,0,4,3,2
2703106458001853,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,66.51,1,0,2,0,0,5,0,1
1505000028003086,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,67.46,1,0,2,4,0,4,3,2
2703100948100187,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,68.9,1,0,2,4,4,4,3,2
2703100948100150,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,76.56,2,0,2,4,4,4,3,2
2703100947704603,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,69.86,1,0,2,4,0,4,3,2
2703100747800251,yes,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,74.64,1,1,2,4,0,4,3,2
2703100948006927,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,70.33,1,0,2,0,0,5,0,1
2703100947905677,no,0.75,8.0,3.0,not motivated at all,almost always,with siblings,up to class 5,mostly distract me,fair,45.93,0,0,2,0,4,5,0,1
2703100947905796,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,65.55,1,0,2,0,0,4,3,2
2703100948200301,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,56.94,0,0,4,5,0,0,1,2
7104200387300261,no,0.75,8.0,3.0,motivated,almost always,living room or kitchen,up to class 5,mostly distract me,poor,41.63,0,0,0,0,0,5,0,4
2703100947905660,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,66.03,1,0,2,0,0,5,3,2
2703100947704594,yes,0.75,8.0,3.0,very highly motivated,almost always,living room or kitchen,up to class 5,mostly distract me,fair,42.58,0,1,5,0,0,5,0,1
2703100948200289,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,74.16,1,0,2,0,0,5,0,1
1901000238002470,no,0.75,8.0,3.0,slightly motivated,never,own quiet room or dedicated study space,higher secondary / plus two or above,"yes, always encourage me",good,73.21,1,0,3,2,2,2,5,2
2703100948200357,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,68.42,1,0,2,0,0,5,0,1
7502200088007647,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,"no, they distract me a lot",fair,53.59,0,0,2,0,0,4,4,1
2703100948200143,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,42.58,0,0,2,0,3,5,3,2
2703100947905604,yes,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,76.56,2,1,2,4,4,4,3,2
6601500018001504,no,0.75,8.0,3.0,nan,nan,nan,nan,nan,nan,0.0,0,0,1,1,1,3,2,3
2703100947905766,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,76.56,2,0,2,4,4,4,3,2
2703100948100184,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,67.94,1,0,2,0,0,5,0,1
2703100947906638,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,70.81,1,0,2,0,0,5,3,2
3102000297804348,yes,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,44.5,0,1,3,4,4,1,1,2
2703100948006864,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,good,73.21,1,0,2,0,0,5,3,2
5604000678004262,no,0.75,8.0,3.0,nan,nan,nan,nan,nan,nan,0.0,0,0,1,1,1,3,2,3
7101000607904448,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,52.15,0,0,2,4,0,4,3,2
2703100948200319,yes,0.75,8.0,3.0,somewhat motivated,sometimes,study on bed or floor,no formal education,"no, they distract me a lot",very poor,19.14,0,1,4,5,3,4,4,5
1906400648000872,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,31.58,0,0,2,4,4,4,3,2
2703100947906040,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,"no, they distract me a lot",fair,41.63,0,0,2,0,0,5,4,1
2703100947704589,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,74.64,1,0,4,4,0,0,1,2
2703100947905826,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,77.03,2,0,2,4,0,2,3,2
2703100948007313,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,73.68,1,0,2,5,0,0,1,2
2703100948200211,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,mostly distract me,excellent,38.76,0,0,2,0,3,5,0,0
2703100948006932,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,67.46,1,0,2,4,0,4,3,2
2703100948100130,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,80.86,2,0,2,4,0,4,3,2
2703100947805107,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,,,0,2,0,0,4,3,2
2703100947906029,yes,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,62.68,1,1,2,4,0,4,3,2
2703103527903027,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,76.08,2,0,4,5,0,0,1,2
2703100948006952,no,0.75,8.0,3.0,motivated,rarely,living room or kitchen,class 9 to 10,mostly encourage me,good,63.16,1,0,0,4,0,1,1,2
2703100947805053,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,77.03,2,0,3,4,4,1,1,2
2703100947905631,yes,0.75,8.0,3.0,somewhat motivated,sometimes,study on bed or floor,no formal education,"no, they distract me a lot",very poor,71.77,1,1,4,5,3,4,4,5
2703100948200239,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,70.81,1,0,2,4,0,4,3,2
2703100948007020,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,60.29,1,0,2,4,4,4,3,2
2703100948100121,yes,0.75,8.0,3.0,somewhat motivated,sometimes,study on bed or floor,no formal education,"no, they distract me a lot",very poor,76.08,2,1,4,5,3,4,4,5
5201600097701454,no,0.75,8.0,3.0,nan,nan,nan,nan,nan,nan,0.0,0,0,1,1,1,3,2,3
2703100948200334,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,58.85,0,0,2,4,0,2,3,2
2703100948006970,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,58.37,0,0,2,0,0,5,0,1
2703100948200177,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,33.49,0,0,2,0,3,5,3,2
3203200127801458,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,7.66,0,0,2,0,3,5,3,2
2703100948007031,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,67.46,1,0,2,4,4,4,3,2
6901200037501809,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,80.38,2,0,4,5,0,2,3,2
2703106447801190,yes,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.51,2,1,2,5,0,0,1,2
2703106747700213,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,neither encourage nor distract,very poor,32.54,0,0,2,0,0,5,3,5
3301800058000031,no,0.75,8.0,3.0,motivated,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,74.64,1,0,0,4,0,4,3,2
2703100947603776,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,73.21,1,0,2,0,0,5,0,1
2703104838000083,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,78.47,2,0,2,0,0,5,0,1
2703100947805519,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,77.99,2,0,2,4,4,4,3,2
2703106447801205,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,55.02,0,0,2,4,0,4,3,2
2703100948006855,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,40.67,0,0,2,0,3,5,3,2
2703100947402066,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,41.15,0,0,2,4,4,4,3,2
2703100947603766,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,73.68,1,0,2,5,0,4,1,2
2703100948007026,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,67.94,1,0,2,0,0,5,0,1
2703100948200236,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,26.79,0,0,2,0,3,5,3,2
2703100948200242,no,0.75,8.0,3.0,slightly motivated,never,own quiet room or dedicated study space,higher secondary / plus two or above,"yes, always encourage me",good,76.56,2,0,3,2,2,2,5,2
2703100947603777,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,69.86,1,0,2,0,0,4,3,2
2703100948006822,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,81.34,2,0,2,0,0,4,3,2
2703100948200276,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,70.81,1,0,2,4,0,2,3,2
2703100948200207,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,72.25,1,0,4,5,0,0,1,2
2703100948200336,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,54.55,0,0,2,5,0,0,1,2
2703100947805017,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,66.99,1,0,3,4,4,1,1,2
5100900077600002,no,0.75,8.0,3.0,somewhat motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,72.25,1,0,4,4,4,1,1,2
2703100947906698,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,64.59,1,0,2,0,0,4,3,2
2703100947905811,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,55.02,0,0,2,4,0,4,3,2
2703100948006906,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,53.59,0,0,4,4,0,0,1,2
3305200708000073,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,72.25,1,0,2,5,0,4,1,2
2703100947301217,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,74.64,1,0,2,0,0,5,0,1
2703100948200238,yes,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,58.85,0,1,2,4,4,4,3,2
2703100948006978,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,71.77,1,0,2,4,0,4,3,2
2703100948200258,yes,0.75,8.0,3.0,motivated,never,own quiet room or dedicated study space,higher secondary / plus two or above,"yes, always encourage me",good,49.28,0,1,0,2,2,2,5,2
2703100948006849,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,77.03,2,0,2,0,0,4,3,2
2703100947502965,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,no formal education,mostly encourage me,good,65.07,1,0,4,5,0,4,1,2
1806000038002245,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly encourage me,good,64.11,1,0,2,5,0,4,1,2
2703100948006994,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,no formal education,mostly distract me,fair,38.76,0,0,2,0,3,4,0,1
2703100948200308,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.51,2,0,2,5,0,0,1,2
2703100948200235,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,77.99,2,0,2,4,4,4,3,2
1906400478001270,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,74.16,1,0,4,5,0,0,1,2
2703100947906022,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,39.23,0,0,2,0,0,5,0,1
2703100948200274,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,33.01,0,0,2,0,3,5,3,2
2703100948200388,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,62.68,1,0,2,0,0,5,0,1
2703100948200162,yes,0.75,8.0,3.0,motivated,never,own quiet room or dedicated study space,higher secondary / plus two or above,"yes, always encourage me",good,67.94,1,1,0,2,2,2,5,2
2703100948200150,no,0.75,8.0,3.0,slightly motivated,never,own quiet room or dedicated study space,higher secondary / plus two or above,"yes, always encourage me",good,67.46,1,0,3,2,2,2,5,2
2703100947704607,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,66.99,1,0,2,0,3,5,3,2
7101000727900846,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,48.8,0,0,2,5,0,0,1,2
2703100948200425,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,63.64,1,0,2,0,0,5,0,1
2703100948007250,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,67.46,1,0,2,5,0,0,1,2
2703100947805030,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,73.21,1,0,2,5,0,0,1,2
2703102028100137,no,0.75,8.0,3.0,motivated,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,77.99,2,0,0,4,0,4,3,2
2703107828000307,no,0.75,8.0,3.0,motivated,rarely,with siblings,higher secondary / plus two or above,mostly encourage me,fair,78.95,2,0,0,4,4,2,1,1
2703100948200363,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,77.99,2,0,2,0,0,5,0,1
2703100948200394,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,61.24,1,0,2,0,0,5,0,1
2703100947905612,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.03,2,0,2,5,0,0,1,2
2703100947502967,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,,,0,2,0,0,5,0,1
2703105518001330,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,3.83,0,0,3,4,4,1,1,2
2703100948006840,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,74.16,1,0,2,4,0,4,3,2
2703100947905839,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,65.07,1,0,2,0,0,5,0,1
1600300067901645,no,0.75,8.0,3.0,somewhat motivated,almost always,living room or kitchen,up to class 5,mostly distract me,fair,52.63,0,0,4,0,0,5,0,1
2601200238001423,no,0.75,8.0,3.0,not motivated at all,never,study on bed or floor,no formal education,"no, they distract me a lot",very poor,72.25,1,0,2,2,3,4,4,5
2703100948006925,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,61.72,1,0,2,0,0,5,0,1
2703100948006821,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,good,43.06,0,0,2,0,3,5,3,2
5003400067902918,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,poor,76.56,2,0,2,0,3,5,3,4
2703106448001705,no,0.75,8.0,3.0,not motivated at all,often,living room or kitchen,up to class 5,mostly distract me,fair,46.89,0,0,2,3,0,5,0,1
2703100948007034,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,53.11,0,0,2,4,0,2,3,2
2703100947805062,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,77.03,2,0,2,0,0,5,0,1
2600200077501218,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 9 to 10,mostly encourage me,good,64.59,1,0,4,4,0,1,1,2
3801100328009819,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,70.33,1,0,4,5,0,0,1,2
1704801137901608,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,69.38,1,0,2,4,4,4,3,2
2703100947704614,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.99,2,0,2,5,0,0,1,2
3300900158000042,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,60.77,1,0,2,4,4,4,3,2
2703105558100136,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,,,0,2,4,4,4,3,2
1701700078001775,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,73.21,1,0,0,4,3,4,4,5
2002500648000433,no,0.75,8.0,3.0,somewhat motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,75.6,2,0,4,4,4,1,1,2
2703100948200385,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,65.07,1,0,3,4,4,1,1,2
1904000207700993,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,68.42,1,0,2,5,0,0,1,2
2703106448001542,no,0.75,8.0,3.0,motivated,sometimes,own quiet room or dedicated study space,higher secondary / plus two or above,mostly encourage me,good,76.08,2,0,0,5,2,2,1,2
1600300067300131,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 9 to 10,mostly encourage me,good,48.33,0,0,4,4,0,1,1,2
7200900207600943,no,0.75,8.0,3.0,somewhat motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,77.03,2,0,4,4,4,1,1,2
1305500017800706,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,75.6,2,0,2,4,4,4,3,2
2703100948007022,no,0.75,8.0,3.0,not motivated at all,never,study on bed or floor,no formal education,"no, they distract me a lot",very poor,65.07,1,0,2,2,3,4,4,5
1609000077503661,yes,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,"yes, always encourage me",good,77.51,2,1,3,4,4,1,5,2
2703100948200255,yes,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,71.29,1,1,4,4,0,0,1,2
2703100948006957,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,73.21,1,0,2,0,0,4,3,2
2703100947805516,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,73.21,1,0,2,0,0,5,0,1
2703100947905770,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,higher secondary / plus two or above,neither encourage nor distract,good,76.56,2,0,2,4,0,2,3,2
2703100948006838,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,77.99,2,0,2,5,0,0,1,2
2703100948200297,no,0.75,8.0,3.0,motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,75.6,2,0,0,5,0,0,1,2
2703102908002104,yes,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,43.54,0,1,2,4,4,4,3,2
7101200118000451,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,no formal education,mostly encourage me,good,48.8,0,0,4,5,0,4,1,2
1901000237400851,yes,0.75,8.0,3.0,very highly motivated,rarely,with siblings,higher secondary / plus two or above,mostly encourage me,good,76.56,2,1,5,4,4,2,1,2
2702200457800559,no,0.75,8.0,3.0,very highly motivated,sometimes,with siblings,higher secondary / plus two or above,mostly encourage me,good,75.6,2,0,5,5,4,2,1,2
4601300128200102,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 6 to 8,mostly encourage me,good,77.51,2,0,4,4,0,0,1,2
2601200468100121,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,80.86,2,0,0,4,3,4,4,5
2703100948200232,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,75.6,2,0,2,4,4,4,3,2
2703100948100148,no,0.75,8.0,3.0,not motivated at all,almost always,study on bed or floor,up to class 5,neither encourage nor distract,poor,36.36,0,0,2,0,3,5,3,4
2703100948100151,no,0.75,8.0,3.0,motivated,rarely,living room or kitchen,up to class 5,mostly encourage me,good,81.34,2,0,0,4,0,5,1,2
2002500628000115,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,no formal education,neither encourage nor distract,good,77.99,2,0,2,0,0,4,3,2
2703100947905803,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,60.77,1,0,2,4,4,4,3,2
2703100948007325,no,0.75,8.0,3.0,somewhat motivated,rarely,living room or kitchen,class 9 to 10,mostly encourage me,good,56.46,0,0,4,4,0,1,1,2
2703100948006897,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,77.51,2,0,2,0,0,5,0,1
2703100948200159,no,0.75,8.0,3.0,somewhat motivated,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,43.54,0,0,4,5,0,0,1,2
1609000077302622,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,45.45,0,0,2,4,0,4,3,2
2703100947905819,no,0.75,8.0,3.0,motivated,rarely,with siblings,higher secondary / plus two or above,mostly encourage me,good,78.95,2,0,0,4,4,2,1,2
2703100948006852,no,0.75,8.0,3.0,motivated,sometimes,with siblings,up to class 5,mostly encourage me,good,78.47,2,0,0,5,4,5,1,2
7102300267802421,yes,0.75,8.0,3.0,slightly motivated,never,own quiet room or dedicated study space,higher secondary / plus two or above,"yes, always encourage me",good,28.23,0,1,3,2,2,2,5,2
6900500168100066,no,0.75,8.0,3.0,motivated,rarely,study on bed or floor,no formal education,"no, they distract me a lot",very poor,80.38,2,0,0,4,3,4,4,5
7102400237400851,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,class 6 to 8,mostly encourage me,good,74.16,1,0,2,5,0,0,1,2
2703100948006916,no,0.75,8.0,3.0,not motivated at all,sometimes,living room or kitchen,no formal education,mostly distract me,fair,49.28,0,0,2,5,0,4,0,1
2703100947906026,no,0.75,8.0,3.0,motivated,rarely,with siblings,higher secondary / plus two or above,neither encourage nor distract,good,78.95,2,0,0,4,4,2,3,2
2703100947906077,yes,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,33.97,0,1,2,4,4,4,3,2
7101000017501673,no,0.75,8.0,3.0,slightly motivated,rarely,with siblings,class 9 to 10,mostly encourage me,good,52.63,0,0,3,4,4,1,1,2
2703100948006999,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,44.5,0,0,2,4,0,4,3,2
2703100948200288,no,0.75,8.0,3.0,not motivated at all,rarely,living room or kitchen,no formal education,neither encourage nor distract,good,67.94,1,0,2,4,0,4,3,2
2703100948200412,no,0.75,8.0,3.0,not motivated at all,rarely,with siblings,no formal education,neither encourage nor distract,good,75.6,2,0,2,4,4,4,3,2
2703100947906664,no,0.75,8.0,3.0,not motivated at all,almost always,living room or kitchen,up to class 5,mostly distract me,fair,65.55,1,0,2,0,0,5,0,1
